"","bathrm","hf_bathrm","heat","ac","rooms","bedrm","ayb","yr_rmdl","eyb","stories","saledate","price","gba","style","grade","extwall","kitchens","fireplaces","landarea"
"1239",1,0,"Hot Water Rad","N",9,4,1940,NA,1954,2,"2004-04-22 00:00:00",153700,1400,"2 Story","Average","Common Brick",1,0,1754
"1240",1,0,"Hot Water Rad","N",5,3,1927,NA,1947,1,"2000-10-10 00:00:00",68700,671,"1 Story","Average","Vinyl Siding",1,0,2000
"1241",1,0,"Forced Air","Y",5,2,1921,2007,1959,1,"2007-04-23 00:00:00",184500,535,"1 Story","Fair Quality","Vinyl Siding",1,0,2000
"1242",2,0,"Forced Air","Y",6,3,1943,2017,1964,2,"2017-11-22 00:00:00",380900,1284,"2 Story","Average","Shingle",1,0,5377
"1243",1,0,"Forced Air","Y",4,2,1929,2014,1964,1,"2017-04-04 00:00:00",251100,682,"1 Story","Average","Shingle",1,0,2542
"1244",2,2,"Ht Pump","Y",7,4,2000,NA,2005,2,"2005-05-05 00:00:00",245900,988,"2 Story","Average","Brick/Siding",1,0,2588
"1245",3,1,"Forced Air","Y",8,4,2014,NA,2015,2,"2014-12-12 00:00:00",328700,1392,"2 Story","Above Average","Brick/Siding",1,0,5345
"1246",1,1,"Forced Air","Y",5,3,1965,NA,1965,2,"1992-01-13 00:00:00",95400,1122,"2 Story","Average","Common Brick",1,0,3423
"1247",2,0,"Forced Air","Y",7,3,2000,NA,2006,1,"2000-10-05 00:00:00",139000,1222,"Split Foyer","Above Average","Vinyl Siding",1,0,3810
"1248",2,1,"Warm Cool","Y",8,4,1920,2007,1964,2,"2017-04-06 00:00:00",380800,1800,"2 Story","Average","Stucco",1,0,3378
"1249",1,0,"Warm Cool","Y",8,4,1978,NA,1984,1,"1997-06-11 00:00:00",87200,960,"1 Story","Average","Wood Siding",1,0,3420
"1250",1,0,"Hot Water Rad","Y",5,2,1928,2015,1954,1,"2015-07-06 00:00:00",204700,908,"1 Story","Average","Shingle",1,0,2447
"1251",1,0,"Hot Water Rad","Y",5,2,1928,2004,1964,1,"2002-11-05 00:00:00",104600,793,"1 Story","Average","Vinyl Siding",1,0,866
"1252",3,0,"Forced Air","Y",8,4,1937,2016,1967,1,"2016-03-02 00:00:00",334600,1187,"1 Story","Above Average","Common Brick",1,0,4861
"1253",3,1,"Forced Air","Y",8,4,2012,NA,2014,2,"2012-04-20 00:00:00",260300,1618,"2 Story","Above Average","Brick/Siding",1,0,2500
"1254",2,1,"Forced Air","Y",7,3,2011,NA,2013,2,"2012-03-07 00:00:00",263100,1818,"2 Story","Above Average","Brick/Siding",1,0,2500
"1255",2,0,"Warm Cool","Y",6,3,1965,NA,1975,1,"2005-02-24 00:00:00",228900,1266,"1 Story","Above Average","Common Brick",1,2,5000
"1256",2,1,"Forced Air","Y",10,4,2005,NA,2009,2,"2006-07-11 00:00:00",355600,2520,"1 Story","Above Average","Vinyl Siding",1,0,3970
"1257",3,1,"Forced Air","Y",8,4,2011,NA,2013,2,"2011-12-12 00:00:00",276100,1618,"2 Story","Above Average","Brick/Siding",1,0,4147
"1258",1,1,"Forced Air","Y",6,3,1925,2008,1964,2,"2008-07-07 00:00:00",264800,1148,"2 Story","Average","Brick/Siding",1,0,5069
"1259",2,1,"Forced Air","Y",8,4,2011,NA,2013,2,"2012-07-16 00:00:00",282600,1848,"2 Story","Above Average","Wood Siding",1,0,4800
"1260",2,1,"Warm Cool","Y",7,3,1910,2017,1964,2,"2017-09-01 00:00:00",373200,1307,"2 Story","Average","Vinyl Siding",1,0,3789
"1261",1,0,"Warm Cool","Y",6,2,1908,NA,1967,2,"2003-09-17 00:00:00",172000,1472,"2 Story","Above Average","Common Brick",0,0,9513
"1262",2,1,"Warm Cool","Y",8,3,1960,2010,1976,2,"2010-07-14 00:00:00",285200,1716,"2 Story","Average","Stucco",1,0,4713
"1263",2,0,"Hot Water Rad","N",6,2,1938,NA,1954,1.5,"2017-06-15 00:00:00",310600,1375,"1.5 Story Fin","Average","Common Brick",1,0,4743
"1264",2,0,"Hot Water Rad","N",6,2,1928,NA,1961,1.75,"2007-04-20 00:00:00",284600,1444,"1.5 Story Fin","Average","Concrete Block",1,0,4774
"1265",1,1,"Forced Air","Y",6,3,1908,2010,1964,2,"2010-08-18 00:00:00",248900,1446,"2 Story","Average","Vinyl Siding",1,0,6603
"1266",1,1,"Warm Cool","Y",6,3,1995,NA,1998,1,"1996-10-15 00:00:00",117700,1175,"1 Story","Average","Vinyl Siding",1,0,4950
"1267",2,0,"Warm Cool","Y",8,4,2001,NA,2004,2,"2002-03-14 00:00:00",141500,1026,"2 Story","Above Average","Vinyl Siding",1,0,4800
"1268",3,0,"Forced Air","Y",6,3,1923,2005,1964,1,"2007-01-23 00:00:00",273200,884,"1 Story","Average","Vinyl Siding",1,0,4025
"1269",1,1,"Hot Water Rad","Y",7,4,1924,1998,1954,2,"1998-12-01 00:00:00",120200,1872,"2 Story","Average","Vinyl Siding",1,0,9488
"1270",3,1,"Forced Air","Y",9,6,2016,NA,2017,1,"2016-07-01 00:00:00",454200,2712,"3 Story","Above Average","Vinyl Siding",1,0,4600
"1271",2,0,"Forced Air","Y",7,3,1965,NA,1973,1,"2016-07-28 00:00:00",251300,950,"1 Story","Average","Common Brick",1,1,4769
"1272",2,2,"Forced Air","Y",6,4,1968,NA,1975,1,"2005-08-08 00:00:00",307000,1257,"1 Story","Average","Common Brick",1,1,4100
"1273",2,1,"Forced Air","Y",8,4,1969,2013,1983,2,"2013-12-27 00:00:00",259400,1490,"2 Story","Average","Common Brick",1,0,2644
"1274",3,0,"Forced Air","Y",6,3,2009,NA,2012,2,"2007-05-09 00:00:00",31300,1749,"2 Story","Above Average","Brick/Siding",1,0,3500
"1275",2,0,"Forced Air","Y",7,3,1914,2011,1964,2,"2011-06-23 00:00:00",162000,1356,"2 Story","Average","Vinyl Siding",1,0,3500
"1276",2,0,"Warm Cool","Y",8,4,1955,2004,1973,1,"2004-11-30 00:00:00",285800,1665,"1 Story","Average","Common Brick",1,2,10830
"1277",3,1,"Forced Air","Y",13,5,1916,2009,1964,2,"1995-03-29 00:00:00",79000,1880,"2 Story","Average","Vinyl Siding",1,0,16098
"1278",1,0,"Hot Water Rad","Y",7,3,1912,NA,1964,2,"1997-11-26 00:00:00",75800,1092,"2 Story","Average","Vinyl Siding",1,0,2612
"1279",4,0,"Forced Air","Y",7,4,2017,NA,2017,2,"2017-11-03 00:00:00",369100,1920,"2 Story","Average","Vinyl Siding",1,0,2500
"1280",2,1,"Warm Cool","Y",7,3,1988,NA,1992,2,"2018-05-08 00:00:00",252600,1296,"2 Story","Average","Vinyl Siding",1,1,5000
"1281",1,0,"Hot Water Rad","Y",6,3,1914,NA,1947,2,"2017-06-19 00:00:00",198900,1290,"2 Story","Fair Quality","Vinyl Siding",1,0,2853
"1282",1,0,"Hot Water Rad","N",5,2,1926,1998,1947,1.5,"2007-09-12 00:00:00",255700,1156,"1.5 Story Fin","Fair Quality","Vinyl Siding",1,0,5488
"1283",4,0,"Forced Air","Y",8,5,1925,2017,1967,1.5,"2017-06-16 00:00:00",459800,1362,"1.5 Story Fin","Above Average","Common Brick",1,0,6480
"1284",3,0,"Forced Air","Y",9,4,1905,2006,1964,2,"2005-05-12 00:00:00",164900,1512,"2 Story","Average","Vinyl Siding",1,0,3080
"1285",2,0,"Forced Air","Y",8,3,1961,2017,1977,1,"2018-01-30 00:00:00",411500,1320,"1 Story","Average","Common Brick",1,2,4313
"1286",2,0,"Warm Cool","Y",6,2,1991,NA,1995,1,"2003-06-02 00:00:00",138900,800,"1 Story","Average","Vinyl Siding",1,0,4312
"1287",1,1,"Hot Water Rad","N",6,3,1962,NA,1973,9,"2018-06-29 00:00:00",313400,1892,"2 Story","Above Average","Common Brick",1,0,5625
"1288",3,1,"Forced Air","Y",7,4,1924,2017,1964,1,"2017-12-15 00:00:00",407200,1742,"1 Story","Average","Vinyl Siding",1,0,4000
"1289",3,0,"Forced Air","Y",8,4,1921,2015,1959,1,"2015-12-07 00:00:00",301900,1728,"1 Story","Fair Quality","Vinyl Siding",1,0,4000
"1290",1,1,"Forced Air","Y",5,3,1925,2014,1964,2,"2015-09-11 00:00:00",327900,1920,"2 Story","Average","Vinyl Siding",1,0,4076
"1291",3,0,"Forced Air","Y",6,6,1926,2007,1964,1,"2007-12-14 00:00:00",309400,864,"1 Story","Average","Vinyl Siding",1,0,4000
"1292",1,1,"Hot Water Rad","Y",8,4,1922,2011,1964,2,"2011-10-28 00:00:00",207800,1330,"2 Story","Average","Vinyl Siding",1,0,2255
"1293",2,0,"Hot Water Rad","Y",6,3,1920,NA,1954,1,"2003-04-10 00:00:00",125800,640,"1 Story","Average","Vinyl Siding",1,0,4313
"1294",2,0,"Hot Water Rad","N",9,3,1930,NA,1954,2,"2016-09-01 00:00:00",248500,1352,"2 Story","Average","Shingle",1,0,4312
"1295",3,1,"Warm Cool","Y",9,6,2006,NA,2010,3,"2011-10-26 00:00:00",289600,1920,"3 Story","Above Average","Common Brick",1,0,4000
"1296",2,1,"Forced Air","Y",6,3,1910,2018,1964,2,"2018-06-18 00:00:00",399600,1656,"2 Story","Average","Vinyl Siding",1,0,2214
"1297",2,0,"Hot Water Rad","N",5,3,1925,NA,1954,2,"1993-07-08 00:00:00",62200,1197,"2 Story","Average","Vinyl Siding",1,0,1237
"1298",1,0,"Forced Air","N",4,2,1920,1992,1947,2,"2016-02-25 00:00:00",150900,761,"2 Story","Fair Quality","Wood Siding",1,0,2500
"1299",3,1,"Forced Air","Y",8,4,2015,NA,2016,2,"2015-06-05 00:00:00",376100,2700,"2 Story","Above Average","Vinyl Siding",1,0,2500
"1300",1,0,"Hot Water Rad","N",4,2,1923,2016,1964,1,"2016-01-07 00:00:00",209300,546,"1 Story","Average","Aluminum",1,0,2700
"1301",1,0,"Forced Air","Y",5,2,1924,2004,1954,2,"2004-07-27 00:00:00",134900,854,"2 Story","Average","Vinyl Siding",1,0,2000
"1302",2,0,"Hot Water Rad","Y",7,3,1908,2009,1954,2,"2008-03-03 00:00:00",201500,1730,"2 Story","Average","Shingle",1,0,2689
"1303",3,0,"Forced Air","Y",7,3,1957,NA,1976,1,"2006-05-24 00:00:00",355600,1628,"1 Story","Above Average","Common Brick",1,2,5463
